,Source,Expected,Predicted
13,"No, I am lost; do not be lost with me.","Non, je suis perdue, ne vous perdez pas avec moi.","Non , je suis perdue , ne me pas !"
14,"Passepartout put his head out of the door, but saw nothing to cause the delay; no station was in view.",Passepartout mit la tête à la portière et ne vit rien qui motivât cet arrêt. Aucune station n'était en vue.,"Passepartout , la tête en dehors , quitta la porte . Le retard parut se montrer ."
15,"At the first words of the speech for the prosecution made by the counsel for the prosecution, two of the ladies seated on the little balcony burst into tears.","Dès les premiers mots de l’accusation soutenue par l’avocat général, deux de ces dames placées dans le petit balcon, tout à fait en face de Julien, fondirent en larmes.","Aux premiers mots du discours par l ’ avocat du procès fait par l ’ avocat , deux des dames se mirent à courir sur le petit balcon se mirent à pleurer ."
16,One can demolish a mass; bow can one extirpate ubiquity?,"On peut démolir une masse, comment extirper l’ubiquité ?","On peut bien démolir la masse , l ’ avant - veille on doit les ?"
17,"I threw myself wholly into the pleasure of the trip, and enjoyed the feeling of freedom and satisfied desire.",J'étais tout entier au bonheur de l'excursionniste fait de désirs et de liberté.,"Je me jeta tout à fait le plaisir de cette promenade , et de me délivrer de la tendresse et de l ’ envie ."
18,"And in spite of the heavy atmospheric pressure on the surface, you will see it rise like the Atlantic itself.""","Aussi, malgré la pression atmosphérique qui s'exerce à sa surface, tu vas la voir se soulever comme l'Atlantique lui-même.»","Et , malgré la pression atmosphérique , vous à la surface de l ' eau , comme celle de l ' Atlantique même ."
19,"""All!"" cried the wretched girl.",– Tout ! cria la misérable fille.,– Eh ! tout ! s ’ écria la misérable .
20,"There are many examples of this propagation of sounds which remain unheard in the intermediate space. I remember that a similar phenomenon has been observed in many places; amongst others on the internal surface of the gallery of the dome of St. Paul's in London, and especially in the midst of the curious caverns among the quarries near Syracuse, the most wonderful of which is called Dionysius' Ear.","Je me souvins qu'en maint endroit ce phénomène fut observé, entre autres, dans la galerie intérieure du dôme de Saint-Paul à Londres, et surtout au milieu de curieuses cavernes de Sicile, ces latomies situées près de Syracuse, dont la plus merveilleuse en ce genre est connue sous le nom d'Oreille de Denys.","Il y a plusieurs exemples de cette qui sont au dehors … Je me rappelle que le phénomène a été remarqué en plusieurs endroits ; entre autres , a la surface interne des eaux de la galerie du dôme de Saint - Paul , particulièrement au milieu des curieux de la ville , dans les curieux des curieux , dont on appelle les plus remarquables de la ."
21,"Tomorrow, then, monsieur--tomorrow.""","À demain donc, monsieur, à demain.","Demain , monsieur , demain .»"
22,Do it.,Faites.,Faites .
23,"Mais pense-t-il réellement avoir affaire au prince ? s’il sait que je ne suis que Fabrice, gare les coups de dague ! »","But does he really think that he has the Prince to deal with? If he knows that I am only Fabrizio, ware the dirk!""","But think he is really able to have the Prince my mind ? ... if he is not known that Fabrizio shall take them with their blows !"""
24,"""In truth, Monsieur le Docteur Coictier, I felt great joy on learning of the bishopric given your nephew, my reverend seigneur Pierre Verse.","« En vérité ! monsieur le docteur Coictier, j’ai eu grande joie d’apprendre l’évêché de votre neveu, mon révérend seigneur Pierre Versé.","– En vérité , monsieur le Jacques Coictier , j ’ ai éprouvé une grande joie à apprendre l ’ évêché given votre neveu , mon révérend Pierre ."
25,Apparently they were engineers who understood the languages of neither the French physicist Arago nor the English physicist Faraday.,Il était évident qu'ils ne comprenaient ni la langue d'Arago ni celle de Faraday.,"Il leur semblait être des ingénieurs qui n ' avaient plus su l ' éveil ni l ' réponse des Français , ni celle qui s ' étaient ."
26,"""Yes,"" said he, ""yes, that would flatter me very much; but I should not have time enough to enjoy the distinction.","«Oui, dit-il, cela me flatterait beaucoup, mais je n'aurais pas assez longtemps à jouir de cette faveur.","« Oui , dit - il , oui , cela me beaucoup ; mais je n ' aurais pas assez le temps de jouir de la distinction ."
27,"""What! out already?"" said she. ""I see you are an early riser.""",«Quoi! déjà dehors? dit-elle; Je vois que vous êtes matinale.»,-- Comment ! déjà ? dit - elle . Je vois que vous êtes un peu tôt .
28,"For instance, this servant will find M. Valenod there, and that conceited fool will not be in the least annoyed at hearing himself called _tu_ by Saint-Jean, and will answer him in the same tone.","Par exemple, ce domestique va y trouver M. Valenod, et cet homme si fier et si sot ne sera point fâché de s’entendre tutoyer par Saint-Jean, et lui répondra sur le même ton.","Par exemple , ce domestique trouvera M . Valenod là , et ce sot ne sera pas le moins fâché de s ’ entendre ainsi de Saint - Jean , et de le répondre dans le même ton ."
29,"""Well, then, old man, off we go!""","--Eh bien! mon père, en route.","— Eh bien ! mon vieux , nous partons !"
30,"C’est un brave garçon et un bon chrétien, ce que ne sont guere les gens d’ici malgré toutes leurs simagrées de prieres et de sermons.","He's a likely lad, and he's a Christian, which is more than these folk here, in spite o' all their praying and preaching.",""" He is a brave boy and a good , and it ' s a of the people here in spite of all their and of sermons ."
31,"""Ten o'clock,"" replied Gideon Spilett.","-- Dix heures, répondit Gédéon Spilett.","-- Dix heures , répondit Gédéon Spilett ."
32,"But soon the flow completely failed them, either the tide was going down, and it was about the hour, or it could no longer be felt at this distance from the mouth of the Mercy.","Mais bientôt le flux manqua tout à fait, soit que la marée baissât, -- et en effet elle devait baisser à cette heure, -- soit qu'elle ne se fît plus sentir à cette distance de l'embouchure de la Mercy.","Mais bientôt le flot les fit complètement , ni la marée baissait , et il allait vers l ' heure , ou l ' on ne sentait plus à cette distance de l ' embouchure de la Mercy ."
33,"This love was founded only upon Mathilde's rare beauty, or rather upon her regal manner and her admirable style in dress.","Cet amour n’était fondé que sur la rare beauté de Mathilde, ou plutôt sur ses façons de reine et sa toilette admirable.","Cet amour n ’ était fondée que sur la rare beauté de Mathilde , ou plutôt sur les façons de reine et de son admirable style ."
34,"""There!"" said the dragoon.",-- Là! dit le dragon.,-- Tiens ! fit le dragon .
35,"""Impossible, my Lord! There is no one but myself can so execute them that one cannot tell the new from the old.""","-- Impossible, Milord, il n'y a que moi qui puisse les exécuter pour qu'on ne voie pas la différence entre les nouveaux et les anciens.","-- Impossible , Milord ! il n ' y a que moi de les exécuter si fort , qu ' on ne peut pas dire le nouveau de la vieille ."
36,"The clerk, too, had his small hanging garden; they saw each other tending their flowers at their windows.",Le clerc eut aussi son jardinet suspendu; ils s’apercevaient soignant leurs fleurs à leur fenêtre.,"Le clerc , de son petit jardin pendu , les vit s ’ à leurs fenêtres ."
37,"""Don't you think Gateshead Hall a very beautiful house?"" asked he. ""Are you not very thankful to have such a fine place to live at?""",«Ne trouvez-vous pas le château de Gateshead bien beau? me demanda-t-il; n'êtes-vous pas bien reconnaissante de pouvoir demeurer dans une telle habitation?,-- Ne trouvez - vous pas à Gateshead à une très belle maison ? demanda - t - il ; ne vous êtes - vous pas très reconnaissant d ' avoir un endroit aussi beau à vivre ?
38,At last the cab appeared.,Enfin le fiacre parut.,"Enfin , le fiacre s ’ apparut ."
39,"Suzanne, who was not very well, never ceased talking to Therese of her pain and joy.","Suzanne, qui était enceinte, parla tout le temps à Thérèse de ses douleurs et de ses joies.","Suzanne , qui ne le genait pas plus , ne cessait de causer avec Thérèse de sa douleur et de sa joie ."
40,"""He is Gilbert de Suilly, ~Gilbertus de Soliaco~, the chancellor of the College of Autun.""","– C’est Gilbert de Suilly, Gilbertus de Soliaco, le chancelier du collège d’Autun.","-- Il est lié de , d ’ , le chancelier du collège d ’ Autun ."
41,"The light beat upon him where he stood, but long shadows trailed down the walls and hung like a black canopy above him.","À la place où il se tenait, il était en pleine lumière ; mais des ombres allongées rampaient le long des murs et dessinaient une sorte de dais au-dessus de lui.","La lumière éclairait où il était , mais de longues ombres traînaient sur les murs , et pendaient comme un canapé noir au - dessus de lui ."
42,"""Watson won't allow that I know anything of art, but that is mere jealousy, because our views upon the subject differ.","Watson n’admet pas que je m’y connaisse en art, mais c’est la jalousie pure, parce que nos opinions diffèrent.","« Watson n ’ admets pas que je sache par l ’ art , mais c ’ est une véritable jalousie , puisque nos opinion se ."
43,"Who would have thought that she could be so thin and small?""",Qui aurait pu la croire si mince et si chétive ?,Qui aurait cru qu ' elle serait si petite et si petite ?
44,If I had only known once what I know now!,"Si j'avais su ce que je sais, moi!",Si je savais seulement une fois ce que je sais encore !
45,"'And that young Madame Michele!' said Madame de Renal, 'or rather that Mademoiselle de La Mole; for I am beginning really to believe this strange tale!'","– Et cette jeune Mme Michelet, dit Mme de Rênal, ou plutôt cette Mlle de La Mole ; car je commence en vérité à croire cet étrange roman !","– Et cette jeune Mme ! dit Mme de Rênal , ou plutôt celle Mlle de La Mole ; car je commence vraiment à admettre cet étrange histoire !"
46,"""It was a very pleasant thing to see.",« C’était chose bien plaisante à voir.,– C ’ était une circonstance fort agréable .
47,"– Je pensais à la mort, répondait Fabrice, comme je suppose qu’y pensent les soldats : c’était une chose possible que je pensais bien éviter par mon adresse.","""I thought of death,"" replied Fabrizio, ""as I suppose soldiers think of it: it was a possible thing which I thought to avoid by taking care.""",""" I thought of death ,"" replied Fabrizio , "" as I should think that it is to do with the soldiers : it was a thing possible that I thought you would get rid of my address ."""
48,"There was our good vicar, Mr. Jefferson, who loved the whole world save only Mr. Slack, the Baptist minister of Clayton; and there was kindly Mr. Slack, who was all men's brother save only of Mr. Jefferson, the vicar of Friar's Oak.","C'était notre bon curé Mr Jefferson qui aimait l'univers entier à l'exception de Mr Slack, le ministre baptiste de Clayton, et c'était l'excellent Mr Slack qui était un père pour tout le monde, à l'exception de Mr Jefferson, le curé de Friar's Oak.","Il y avait notre bon vicaire , Mr . Jefferson , qui aimait tout le monde , excepté monsieur , la sainte comtesse de Clayton ; et il y avait en effet le frère qui était le frère d ’ hommes que monsieur Jefferson , le vicaire de Friar ."
49,"""Yes, my boy... if, however, it existed.""","-- Oui, mon enfant... si elle a existé toutefois.","– Oui , mon garçon … si , cependant , elle existait ."
50,I might have died and he not known it!,J'aurais pu mourir sans qu'il le sût!,"J ' aurais pu mourir de faim , lui , pour cela !"
51,"Complaints of exile began; she accused her husband of having sacrificed her to a salary of forty thousand francs, a trifle which hardly sufficed to keep the house up.","Les plaintes de l'exil commencerent, elle accusait son mari de l'avoir sacrifiée aux appointements de quarante mille francs qu'il touchait, une misere a peine suffisante pour faire marcher la maison.","souvenir d ’ exil lui revint ; elle accusait son mari d ’ avoir sacrifié à quarante mille francs d ’ appointements , quelque bagatelle qui ne suffisait pas à entretenir la maison ."
52,"From that day on, I noted with some uneasiness that Ned Land's attitudes toward Captain Nemo grew worse and worse, and I decided to keep a close watch on the Canadian's movements and activities.","De ce jour-là, je remarquai avec inquiétude que les dispositions de Ned Land envers le capitaine Nemo devenaient de plus en plus mauvaises, et je résolus de surveiller de près les faits et gestes du Canadien.","Dès ce jour , je crus reconnaître avec inquiétude que les attitudes de Ned Land s ' étaient de plus en plus mal , et je me décidé à maintenir l ' attitude du Canadien et des travaux ."
53,"Encouraged by this observation, I resolved the next morning to set out with the first of the tide; and reposing myself for the night in my canoe, under the watch-coat I mentioned, I launched out.","Enhardi par cette observation, je résolus de partir le lendemain matin avec le commencement de la marée, ce que je fis en effet après avoir reposé la nuit dans mon canot sous la grande houppelande dont j'ai fait mention.","par cette observation , je résolus , le lendemain de me remettre avec le premier de la marée , et je me rappelle , moi , dans ma pirogue , sous le habit de montre , je poussai à ma ."
54,"He formed, therefore, the resolution of believing for the present all that was said of their past, hoping for more certain and extended revelations in the future.","Il prit donc son parti de croire dans le présent tout ce qu'on disait de leur passé, espérant des révélations plus sûres et plus étendues de l'avenir.","Il prit donc la résolution de croire d ' aujourd ' hui qu ' on disait de leur passé , espérant plus de certaines par l ' avenir ."
55,I have no pleasure in talking to undutiful children.,Je n’ai aucun plaisir a causer avec une fille si peu soumise.,Je n ’ ai pas de plaisir a causer avec les enfants des enfants .
56,"It would be, no doubt, parbleu, if we write to Lord de Winter about affairs of vast importance, of the horrors of the cardinal--""","Il va sans dire, parbleu! que si l'on écrit à Lord de Winter des choses par-dessus les maisons, des horreurs du cardinal...","Ce serait sans doute , par bonheur , par heaven , par où nous à Lord de Winter , à l ' importance extrême , à toutes les horreurs du cardinal ..."
57,"A faded head, with thick lips and flattened nose, was pressed against a window-pane, calling out:","Une tete flétrie, aux grosses levres, au nez écrasé, vint s'appuyer contre une vitre de la fenetre, en criant:","Une tête s ’ éteignit , les lèvres minces et le nez , était collée contre une vitre , appuyée contre un tremblement de terre ."
58,"""No, I can't say that.""",– Je n’en sais rien.,"-- Non , je ne puis le dire ."
59,"The blind man, whom he had not been able to cure with the pomade, had gone back to the hill of Bois-Guillaume, where he told the travellers of the vain attempt of the druggist, to such an extent, that Homais when he went to town hid himself behind the curtains of the ""Hirondelle"" to avoid meeting him.","L’Aveugle, qu’il n’avait pu guérir avec sa pommade, était retourné dans la côte du Bois-Guillaume, où il narrait aux voyageurs la vaine tentative du pharmacien, à tel point que Homais, lorsqu’il allait à la ville, se dissimulait derrière les rideaux de l’Hirondelle, afin d’éviter sa rencontre.","L ’ Aveugle , qu ’ il n ’ avait pu guérir avec la pommade , était retourné vers la côte de Bois - Guillaume , où il conta aux voyageurs de l ’ apothicaire , à un tel point , que Homais , quand il allait se cacher derrière les rideaux de l ’ Hirondelle , pour ne pas le rencontrer ."
60,It was ajar and I saw at once that something unusual was happening.,Elle était entr’ouverte et je vis aussitôt qu’il se passait quelque chose d’insolite.,"Il était entr ' ouvert , et je vis aussitôt qu ' il se faisait entendre quelque curieux ."
61,"""We should only be three, one of whom is wounded, with the addition of a boy,"" resumed Athos; ""and yet it will not be the less said we were four men.""","«Nous ne serons que trois, dont un blessé, plus un enfant, reprit Athos, et l'on n'en dira pas moins que nous étions quatre hommes.","-- Nous ne devions que trois , dont un blessé , dont encore plus un enfant , dit Athos , et cependant ce ne sera pas le moins que nous étions quatre hommes ."
62,"""Then,"" added Neb, ""we can clear the plateau, and transplant wild plants to it.""","-- Sans compter, ajouta Nab, que nous pourrons défricher le plateau, y transplanter les plantes sauvages...","-- Alors , ajouta Nab , nous pouvons éclairer le plateau et nous des plantes sauvages à cette place ."
63,"But then, amid all the fearful sufferings of my shyness, how fine was a fine day!","Mais alors, au milieu des affreux malheurs de ma timidité, qu’un beau jour était beau!","Mais alors , parmi toutes les souffrances de ma timidité , quelle était une belle journée pour moi !"
64,"Friday kept his eyes close upon me, that, as I had bid him, he might observe what I did; so, as soon as the first shot was made, I threw down the piece, and took up the fowling-piece, and Friday did the like; he saw me cock and present; he did the same again.","Aussitôt après la première décharge je jetai mon arme et pris le fusil de chasse, et Vendredi fit de même. J'armai et couchai en joue, il arma et ajusta aussi.--«Es-tu prêt, Vendredi,» lui dis-je.--«Oui, répondit-il.--«Feu donc, au nom de Dieu!»","Vendredi me tint les yeux fermés , afin que je lui , il pouvait même observer ce que je faisais . Aussi , dès que le premier coup fut fait , je jetai le fusil et pris le fusil de chasse , et je pris le canon de Vendredi , qui le faisait comme tel ; il me vit en effet le faisant cuire et le coq ."
65,Then Étienne brightened up.,"Étienne, alors, s'égaya.","Alors , Étienne s ' éclaira ."
66,"I could not help thinking of the wild ritual of this work, and of its probable influence upon the hypochondriac, when, one evening, having informed me abruptly that the lady Madeline was no more, he stated his intention of preserving her corpse for a fortnight (previously to its final interment), in one of the numerous vaults within the main walls of the building.","Je songeais malgré moi à l'étrange rituel contenu dans ce livre et à son influence probable sur l'hypocondriaque, quand, un soir, m'ayant informé brusquement que lady Madeline n'existait plus, il annonça l'intention de conserver le corps pendant une quinzaine—en attendant l'enterrement définitif—dans un des nombreux caveaux situés sous les gros murs du château.","Je ne pus m ' empêcher de penser au mal que le rituel du suivant , et de son influence solitaire sur l ' minuit , lorsque , un soir , m ' eut dit brusquement que cette dame était lady Madeline dans sa position , il découvrit son projet de la conserver une quinzaine de jours ( à sa dernière , dans une des voûtes de larges , dans l ' intérieur des murs de l ' édifice ."
67,"""Yes, madame,"" replied the officer.","-- Oui, madame, répondit l'officier.","-- Oui , madame , répondit l ' officier ."
68,"Nevertheless, the remarkably pointed and lofty roof of the modern palace, bristling with carved eaves, covered with sheets of lead, where coiled a thousand fantastic arabesques of sparkling incrustations of gilded bronze, that roof, so curiously damascened, darted upwards gracefully from the midst of the brown ruins of the ancient edifice; whose huge and ancient towers, rounded by age like casks, sinking together with old age, and rending themselves from top to bottom, resembled great bellies unbuttoned.","Cependant le toit singulièrement aigu et élevé du palais moderne, hérissé de gouttières ciselées, couvert de lames de plomb où se roulaient en mille arabesques fantasques d’étincelantes incrustations de cuivre doré, ce toit si curieusement damasquiné s’élançait avec grâce du milieu des brunes ruines de l’ancien édifice, dont les vieilles grosses tours, bombées par l’âge comme des futailles s’affaissant sur elles-mêmes de vétusté et se déchirant du haut en bas, ressemblaient à de gros ventres déboutonnés.","Cependant l ’ et la haute toiture du Palais moderne , couvert de nappes sculptée , toutes couvertes de feuilles en feuilles de plomb , où mille arabesques de dorées , ce toit si , gracieusement étalée sur le milieu des ruines du vieil édifice brun dont les grosses tours et vieille tours , de près de barriques , se avec le vieux temps et de haut en bas , comme cela ressemblait au gros ventre ."
69,And the troop continued their route.,Et la troupe continua son chemin.,Et la bande continua son chemin .
70,The brave man had no other farm than the king's bad health.,Le brave homme n’avait d’autre métairie que la mauvaise santé du roi.,Le brave homme n ’ avait pas d ’ autre ferme que la mauvaise santé du roi .
71,"""I have been asked to be sole referee in this matter,"" said he.",-- J'ai été prié de remplir les fonctions d'unique juge en cette affaire.,"-- On m ' a prié de me laisser le juge en cette affaire , dit - il ."
72,"However, as Porthos had first found an idea, and had thought of it earnestly afterward, he was the first to act.","Cependant, comme Porthos avait trouvé le premier son idée, et comme il l'avait poursuivie avec persistance, il fut le premier à agir.","Cependant , comme Porthos avait eu d ' abord une idée , et qu ' il s ' en était mis d ' inquiétude , il fut le premier acte ."
73,"Le marquis Crescenzi prodiguerait des sommes énormes, se mettrait lui-même à la tête des recherches, et tôt ou tard l’enlèvement serait connu.","The Marchese Crescenzi would spend enormous sums, would himself conduct the investigations, and sooner or later the facts of the abduction would become known.","The Marchese Crescenzi of the enormous sums ; and put himself on his head on the head of it , and before the abduction were known ."
74,"""When I go to India, Jane, will I leave you!","«Quand j'irai aux Indes, Jane, je vous quitterai?","« Quand je vais aux Indes , Jane , je vous quitterai ."
75,"""Yes, perhaps we shall, I think,"" he murmured.","—Oui, tout de meme, je crois, murmura-t-il.","— Oui , nous allons , je crois , murmura - t - il ."
76,"Mr. Rivers came up as, having seen the classes, now numbering sixty girls, file out before me, and locked the door, I stood with the key in my hand, exchanging a few words of special farewell with some half-dozen of my best scholars: as decent, respectable, modest, and well-informed young women as could be found in the ranks of the British peasantry.","M. Rivers arriva au moment où, après avoir examiné l'école, compté les élèves dont le nombre se montait à soixante, les avoir fait défiler devant moi et avoir fermé la porte, j'étais debout, la clef à la main, occupée à faire des adieux particuliers à une demi-douzaine de mes meilleures élèves.","M . Rivers s ' était approché comme il avait vu les classes , alors soixante filles qui séparent la file devant moi , et j ' avais fermer la porte ; je restai la clef dans la main , échangeant quelques mots pleins de grâce spéciales , avec une grande demi - douzaine d ' élèves bien - aimée , d ' ailleurs d ' ailleurs d ' une jeune femme , bien faite et , comme on en avait trouvé dans les rangs anglais ."
77,"""And what is this tree which resembles a little palm?"" asked Harding.",«Et quel est cet arbre qui ressemble à un petit palmier? demanda Cyrus Smith.,-- Et quel est cet arbre qui ressemble à un petit porte ? demanda Cyrus Smith .
78,"""They are colpeo foxes!"" he exclaimed.","«Ce sont des culpeux, ce sont des renards! dit-il.",« C ' est des « culpeux !» s ' écria - t - il .
79,He handed her over as if she had been a lapdog.,"Il me la passa, comme il eût fait d'un petit chien.",Il lui tendit comme si elle eût été .
80,"But Mrs. Bennet, who had calculated on her daughters remaining at Netherfield till the following Tuesday, which would exactly finish Jane's week, could not bring herself to receive them with pleasure before. Her answer, therefore, was not propitious, at least not to Elizabeth's wishes, for she was impatient to get home.","Bennet qui avait calculé que ses filles resteraient une semaine entiere a Netherfield envisageait sans plaisir un si prompt retour. Elle répondit donc qu’elles ne pourraient pas avoir la voiture avant le mardi, ajoutant en post-scriptum que si l’on insistait pour les garder plus longtemps on pouvait bien se passer d’elles a Longbourn.","Mais Mrs . Bennet , qui avait fait son récit que ses filles ne resterent qu ’ a Netherfield le lendemain d ’ apres la semaine de l ’ office sans se rendre a l ’ heure de sa mere et de ses sours non pas aussi propice a l ’ égard d ’ Elizabeth , elle n ’ avait pas le moindre désir de se retrouver chez elle ."
81,"""I know little of the game at present,"" said he, ""but I shall be glad to improve myself, for in my situation in life--"" Mrs. Phillips was very glad for his compliance, but could not wait for his reason.","Un homme dans ma situation… Mais Mrs. Philips, tout en lui sachant gré de sa complaisance, ne prit pas le temps d’écouter ses raisons.","– Je n ’ ai pas encore a faire plaisir a me , mais je serais heureux de m ’ ."
82,"They arrived at Amiens at midnight, and alighted at the AUBERGE of the Golden Lily.","On arriva à Amiens à minuit, et l'on descendit à l'auberge du Lis d'Or.",On arriva chez Amiens ; on descendit à la d ' or .
83,"– Je ne conçois pas comment Votre Excellence, qui a tant d’esprit et d’instruction, prend la peine de dire de ces choses-là à moi qui suis son serviteur dévoué ; Votre Excellence use de trop de précautions, ces choses-là sont bonnes à dire en public ou devant un tribunal.","""I cannot conceive how Your Excellency, who has so much intelligence and education, can take the trouble to say all that before me who am his devoted servant; Your Excellency adopts too many precautions; that sort of thing is all right to say in public, or before a court.""",""" I can conceive how Your Excellency , who has such a courage and to instruction , take the trouble of saying a word to me of these things to my servant ; Your Excellency , servit of too much precautions , these good things to say , is the respect of a tribunal ."""
84,She was becoming a thing.,Elle devenait une chose.,Elle devenait une chose .
85,Some hours later the risen sun surprised him crouching with his head on the table.,"Quelques heures après, le grand soleil le surprit appuyé sur sa table.","Quelques heures plus tard , le soleil s ' étonna , la tête basse sur la table ."
86,"Then, in a suppressed tone, as if speaking to himself, ""This is annoying,"" continued he. ""What a godsend this would be for his Majesty, who is seeking everywhere for brave fellows to recruit for his Musketeers!""","Puis, à demi-voix, et comme s'il se fût parlé à lui-même: «C'est fâcheux, continua-t-il, quelle trouvaille pour Sa Majesté, qui cherche des braves de tous côtés pour recruter ses mousquetaires!»","Puis , d ' une voix , comme se parlant à lui - même , c ' est ennuyeux , continua - t - il : « Ce qui serait pour Sa Majesté , qui cherche partout de braves gens de se refaire à ses mousquetaires !"
87,"She loathed Elisa at that moment, and had spoken sharply to her; she begged the girl's pardon.","Elle abhorrait Élisa dans ce moment, et venait de la brusquer ; elle lui en demanda pardon.","Elle abhorrait Élisa à ce moment , et lui avait parlé fortement ; elle lui demandait le pardon de la jeune fille ."
88,Our propeller is jammed.,L'hélice est arrêtée.,Notre hélice est fortement compromise .
89,"""But I'll pay for it,"" he exclaimed.","—Mais je vais t'en payer un, moi! cria-t-il.","— Mais je vais payer , s ' écria - t - il ."
90,"""Of course,"" replied Pencroft, ""and we must take care not to tumble into a hole.""","-- En effet, répondit Pencroff, et prenons garde de tomber dans un trou.","-- Sans doute , répondit Pencroff , et il faut prendre garde de ne pas se faire transporter dans un trou ."
91,"They waited on for another quarter of an hour, worn out by the noise in the street, and by the sound of the stones from time to time striking the closed shutters which rang out like gongs.","Pendant un quart d'heure encore, l'attente dura, énervée par le vacarme de la route, par le bruit des pierres tapant de temps a autre dans les volets fermés, qui sonnaient ainsi que des tambours.","Ils attendirent encore un quart d ' heure , par le bruit de la rue et le bruit des pierres de temps en temps battant les paupières , qui sonnerent comme des volets ."
92,"Pendant les treize années de 1800 à 1813, il crut constamment et fermement que Napoléon serait renversé avant six mois.","Throughout the thirteen years from 1800 to 1813, he constantly and firmly believed that Napoleon would be overthrown within six months.","During the thirteen years of in 1813 , he began and that Napoleon had been during six months ."
93,"""Oh, it's of no consequence,"" the poor girls would murmur in reply, and covertly draw rugs and coats over themselves, and try and protect themselves with their lace parasols.","« C’est sans importance », répondaient dans un murmure les pauvres filles, qui timidement tiraient sur elles couvertures et manteaux, et tentaient de se protéger avec leurs parasols de dentelle.","-- Oh ! non , c ' est par pure peine , répondit - elle , et les sur eux , , , et , avec leur ombrelle , leur ombrelle dont elles s ' ."
94,"Of a daytime, in the shop, she took an interest in what was going on outside; she went out at her own instigation, and no longer lived in sullen revolt, occupied with thoughts of hatred and vengeance.","Le jour, dans la boutique, elle s'intéressait aux choses extérieures, elle sortait d'elle-même, ne vivant plus sourdement révoltée, repliée en pensées de haine et de vengeance.","Un jour , dans la boutique , elle s ' intéressait aux regards de ce qui se passait ; elle venait à son , ne vivait plus dans des révoltes , occupée de la haine et de la vengeance ."
95,"Plantations and domestic animals would then have been infallibly destroyed, without a constant watch, and it was often necessary to make use of the guns to keep those dangerous visitors at a respectful distance.","Plantations et animaux domestiques eussent été infailliblement détruits alors sans une surveillance continuelle, et souvent il fallut faire le coup de feu pour tenir à respectueuse distance ces dangereux visiteurs.","Ainsi donc , quelques animaux domestiques eussent été , sans une montre continue , et il était temps de faire usage des fusils , de manière à entretenir les hôtes difficiles d ' un détour respectueux ."
96,"""But these two words would bring about my condemnation, divorce, exile!""","-- Mais ces deux mots, c'est ma condamnation. C'est le divorce, l'exil!","Mais ces deux mots allaient produire ma condamnation , de divorce , d ’ exil !"
97,"A cadi ordered me to receive a hundred blows on the soles of my feet, and sent me to the galleys.","Un cadi me fit donner cent coups de bâton sous la plante des pieds, et me condamna aux galères.","Un me ordonna de recevoir cent coups sur la semelle de mes pieds , et me fit passer aux galères ."
